,Player,MP,Load,rTS%,Box Creation,Passer Rating,Spacing,cTOV%,ScoreVal,PlayVal,FTA/100,FT%,rORB%,rDREB%,OBPM,BPM,IA Pts/75,IA PPG,IA APG,IA RPG,allStar,1stAS_yr,yr2AS
688,Mark Price,1217,31.8,-0.049,3.4,5.3,112.0,0.129,-1.4,-0.4,4.4,0.83,-3.8,-5.9,-1.5,-3.0,13.8,6.5,2.6,1.7,1,1989.0,2.0
689,Mark West,882,16.3,0.006,0.8,1.8,58.0,0.184,-1.0,-1.3,4.5,0.48,4.4,6.2,-2.0,-0.8,10.3,3.6,0.2,3.7,0,,
690,Markieff Morris,1227,26.8,-0.043,1.3,3.9,115.0,0.112,-0.9,-0.8,4.5,0.72,1.0,4.5,-0.3,0.5,15.5,8.0,1.1,4.4,0,,
691,Marko Jaric,1379,31.6,-0.021,3.7,7.2,106.0,0.123,-1.0,0.2,4.0,0.75,-2.8,-4.1,0.1,1.2,14.9,7.6,2.9,2.3,0,,
692,Marques Johnson,2765,28.6,0.048,1.0,3.4,75.0,0.098,1.2,-0.4,6.5,0.74,4.5,8.0,1.4,2.1,20.4,23.4,2.7,11.8,1,1979.0,1.0
695,Martell Webster,1070,23.8,-0.002,0.9,1.8,124.0,0.092,-0.7,-1.4,3.6,0.86,-2.3,-3.0,-1.0,-2.8,16.1,6.9,0.6,2.1,0,,
696,Marvin Webster,1276,23.2,0.031,1.4,2.4,78.0,0.168,0.2,-0.7,7.4,0.65,6.1,12.3,-0.8,-0.4,15.4,6.3,0.7,5.2,0,,
697,Marvin Williams,1952,21.8,-0.012,0.8,3.1,97.0,0.106,-0.3,-1.0,6.9,0.75,1.8,2.0,-0.3,-0.8,14.2,8.6,0.8,4.7,0,,
699,Matt Barnes,724,18.6,0.003,0.3,4.5,78.0,0.172,-1.2,-0.9,4.4,0.71,2.6,1.2,-0.7,-0.8,10.0,4.7,1.3,3.7,0,,
701,Matt Bullard,1278,24.6,0.015,1.1,3.9,125.0,0.09,-0.3,-0.7,2.0,0.76,-0.1,-0.7,0.5,-0.7,15.4,6.3,0.9,2.7,0,,
702,Matt Geiger,554,22.2,0.041,1.6,1.8,81.0,0.149,-0.4,-1.3,8.4,0.67,2.9,2.0,-1.3,0.4,15.0,4.4,0.3,2.4,0,,
703,Matt Guokas,808,18.9,-0.059,1.5,5.9,60.0,0.14400000000000002,-0.8,0.3,3.9,0.61,-2.1,-8.9,-0.7,-0.1,8.5,2.5,1.5,0.7,0,,
704,Matt Harpring,1114,24.8,0.022,0.3,2.6,94.0,0.141,-0.7,-1.3,6.9,0.71,3.0,-0.6,0.0,-0.3,16.0,8.9,1.0,4.2,0,,
705,Maurice Cheeks,2409,22.8,0.011,2.5,5.6,72.0,0.158,-0.7,0.0,2.6,0.72,-3.8,-5.5,-1.0,0.0,10.2,7.7,4.5,2.8,1,1983.0,4.0
707,Maurice Harkless,1974,19.6,-0.031,0.6,2.3,83.0,0.092,-0.6,-1.2,3.4,0.57,1.7,-2.5,-0.6,-0.9,12.9,8.7,0.7,4.4,0,,
708,Maurice Lucas,2863,33.1,0.005,1.8,3.7,84.0,0.121,0.8,-0.2,6.8,0.77,3.5,8.6,1.3,2.6,20.7,19.3,2.7,9.9,1,1977.0,0.0
709,Maurice Taylor,1513,33.5,-0.003,2.0,2.5,77.0,0.11,-0.1,-1.1,8.4,0.71,2.5,-0.2,-0.3,-1.6,22.0,11.7,0.7,4.0,0,,
710,McCoy McLemore,1731,24.7,-0.087,0.4,3.0,73.0,0.141,-1.1,-0.7,5.1,0.71,0.6,2.8,-1.9,-2.4,13.3,7.3,1.1,3.7,0,,
711,Mehmet Okur,1366,25.8,-0.005,0.9,3.3,116.0,0.105,-0.5,-1.0,5.3,0.73,4.3,4.9,0.6,0.1,15.9,7.4,1.0,4.6,1,2007.0,4.0
712,Mel Counts,572,25.4,-0.055,0.7,2.5,94.0,0.121,-0.5,-0.8,5.1,0.78,4.3,11.9,-1.6,-1.1,15.8,4.1,0.4,2.8,0,,
713,Metta World Peace,2238,31.3,-0.032,2.8,4.2,100.0,0.128,-1.1,-0.6,6.7,0.67,-2.6,-1.1,-1.1,-1.0,16.5,12.9,2.9,4.2,1,2004.0,4.0
714,Michael Adams,1303,29.5,-0.032,3.4,5.7,111.0,0.102,-1.0,0.0,4.6,0.85,-3.7,-6.3,-0.2,-0.9,12.7,6.8,3.4,1.9,1,1992.0,5.0
715,Michael Beasley,2009,35.2,-0.016,2.2,2.2,119.0,0.091,0.0,-1.0,6.4,0.77,1.2,5.1,0.3,-0.7,22.7,14.5,1.1,5.6,0,,
716,Michael Cage,1610,17.7,0.039,0.6,2.5,80.0,0.136,-0.2,-1.0,4.0,0.74,2.4,4.3,-0.8,-1.4,12.0,6.7,0.6,5.1,0,,
717,Michael Cooper,1973,23.6,0.032,1.7,4.9,83.0,0.14,0.0,-0.1,3.3,0.78,-0.6,-6.8,0.4,0.8,13.3,8.4,2.4,2.6,0,,
718,Michael Curry,749,16.4,0.027000000000000003,0.5,3.0,108.0,0.104,-0.7,-1.1,4.2,0.71,-1.8,-5.3,-0.2,-0.4,11.3,4.8,0.6,1.9,0,,
719,Michael Doleac,780,24.7,-0.008,1.2,2.6,81.0,0.073,-0.2,-1.0,5.5,0.68,3.7,-1.6,-0.5,-0.6,17.0,6.8,0.4,3.0,0,,
720,Michael Finley,3212,25.5,0.009000000000000001,2.2,5.1,106.0,0.08199999999999999,0.2,0.0,5.2,0.75,-1.0,-5.6,1.7,2.1,15.2,14.8,3.3,4.4,1,2000.0,4.0
723,Michael Smith,620,36.2,-0.017,3.9,5.6,96.0,0.119,-0.3,0.1,5.0,0.83,1.1,-3.4,0.5,-1.9,19.7,4.9,1.1,1.5,0,,
725,Mickael Pietrus,748,24.2,0.012,0.3,2.8,101.0,0.12,-0.6,-1.3,5.4,0.69,1.5,-3.6,0.0,0.0,16.0,5.6,0.5,2.1,0,,
726,Mickey Johnson,2390,31.8,0.016,1.2,2.8,86.0,0.129,0.4,-0.6,7.2,0.79,4.9,7.8,0.4,0.5,20.5,15.2,1.6,8.3,0,,
727,Mike Bantom,1982,27.5,-0.066,1.3,4.2,69.0,0.14,-0.7,-0.4,4.7,0.66,2.8,3.6,-0.6,-1.1,14.5,9.1,1.8,5.4,0,,
728,Mike Bibby,1758,36.5,-0.024,5.3,6.3,92.0,0.123,-0.7,0.4,5.2,0.75,-4.0,-6.8,0.4,-1.0,16.4,14.4,6.9,2.7,0,,
729,Mike Bratz,933,29.3,-0.075,2.0,4.5,83.0,0.14,-1.3,-0.3,3.1,0.82,-1.8,-5.4,-2.6,-3.4,14.1,5.5,1.7,1.6,0,,
730,Mike Brown,818,19.7,0.016,0.7,2.0,77.0,0.183,-0.9,-1.3,4.4,0.64,3.0,6.9,-1.7,-1.3,12.1,4.1,0.4,3.4,0,,
731,Mike Conley,1381,30.8,-0.038,4.8,6.1,104.0,0.104,-1.4,-0.1,4.5,0.73,-3.6,-5.0,-0.1,-1.5,14.0,9.2,4.1,2.5,0,,
733,Mike Evans,1246,30.9,-0.046,3.7,5.1,86.0,0.145,-1.0,0.0,3.0,0.68,-4.2,-6.7,-1.3,-1.2,13.4,5.6,2.5,1.2,0,,
734,Mike Gale,2598,25.6,-0.002,2.9,6.4,81.0,0.149,-0.3,0.7,2.7,0.82,-4.2,-5.0,0.3,0.3,11.9,9.6,5.3,2.9,0,,
735,Mike Glenn,947,26.0,0.038,3.0,3.8,78.0,0.092,0.2,-0.3,3.2,0.79,-4.8,-6.3,-0.5,-1.5,17.5,9.8,1.7,1.6,0,,
736,Mike Gminski,1579,28.9,-0.06,1.4,2.7,92.0,0.128,-0.6,-0.8,5.8,0.77,2.9,7.3,-1.8,-1.5,16.7,12.2,1.1,7.0,0,,
737,Mike James,1722,33.3,-0.05,4.7,5.3,103.0,0.102,-1.2,-0.1,4.5,0.73,-4.0,-5.8,-1.1,-1.4,15.4,8.3,3.3,1.8,0,,
738,Mike Miller,2390,25.4,0.023,1.9,4.0,114.0,0.083,0.3,-0.5,2.8,0.71,-2.6,-2.0,0.8,0.7,16.8,11.9,1.6,3.6,0,,
739,Mike Mitchell,1576,28.9,0.015,1.1,2.4,75.0,0.104,0.5,-0.8,5.3,0.74,1.7,1.5,-0.2,-1.1,20.3,10.3,0.7,3.9,1,1981.0,2.0
740,Mike Newlin,1495,26.9,-0.049,1.6,4.1,74.0,0.126,-0.7,-0.4,4.1,0.75,-1.9,-3.8,-1.0,-1.1,14.8,6.3,1.4,2.0,0,,
741,Mike Riordan,1677,24.4,-0.009000000000000001,2.1,4.8,69.0,0.136,-0.3,0.1,4.1,0.69,-2.6,-6.6,-0.2,0.8,13.1,6.5,2.2,1.8,0,,
742,Mike Sanders,586,25.3,-0.04,1.3,3.8,70.0,0.142,-0.9,-0.7,3.4,0.69,1.3,-0.8,-1.4,-0.6,13.8,4.3,0.8,2.0,0,,
743,Mike Woodson,949,26.9,-0.06,2.0,4.4,79.0,0.1,-0.8,-0.4,3.2,0.77,-2.9,-5.3,-1.6,-2.5,14.9,4.5,0.8,1.2,0,,
745,Mitch Richmond,2717,38.5,0.004,3.9,4.5,103.0,0.114,0.1,-0.1,8.3,0.81,-0.8,-2.0,0.7,0.6,22.0,19.4,3.5,5.3,1,1993.0,4.0
746,Mo Williams,772,33.8,-0.083,3.1,5.7,100.0,0.109,-1.5,-0.2,4.0,0.79,-2.1,-6.3,-1.5,-2.3,16.4,5.5,1.4,1.3,1,2009.0,5.0
747,Monta Ellis,886,29.0,-0.049,2.9,4.4,104.0,0.117,-1.3,-0.6,3.4,0.71,-2.8,-3.8,-1.2,-1.9,15.1,6.7,1.6,2.0,0,,
749,Morris Peterson,1809,27.9,-0.011,1.2,4.0,109.0,0.083,0.0,-0.6,4.2,0.72,1.2,-5.0,1.1,0.2,17.5,9.6,1.3,3.0,0,,
752,Mychal Thompson,2144,31.7,-0.022,2.1,3.7,69.0,0.139,0.0,-0.3,5.8,0.57,3.5,7.9,-0.4,1.3,18.5,14.0,2.2,7.8,0,,
754,Nate Robinson,1544,33.2,-0.023,2.9,5.0,115.0,0.117,-0.8,-0.3,6.9,0.75,-1.1,-5.7,-0.1,-0.9,17.8,9.3,2.1,2.2,0,,
755,Nate Thurmond,1966,18.1,-0.062,0.5,3.2,60.0,0.165,-0.6,-0.5,3.7,0.55,4.0,7.9,-1.2,0.5,10.0,6.4,1.2,6.5,1,1965.0,1.0
756,Nate Williams,2173,28.4,-0.043,1.5,4.0,73.0,0.116,-0.5,-0.4,3.4,0.74,-0.7,-2.2,-0.2,-1.2,16.2,10.2,1.9,3.5,0,,
757,Nazr Mohammed,716,29.9,0.014,0.6,1.5,92.0,0.134,-0.2,-1.4,7.1,0.77,8.5,9.2,-0.2,-0.4,20.3,7.7,0.3,4.9,0,,
758,Neal Walk,1394,26.6,0.001,1.3,2.6,77.0,0.158,-0.1,-0.7,7.1,0.64,3.2,7.1,-0.9,-1.1,16.1,6.6,0.8,4.0,0,,
759,Nenad Krstic,1965,24.4,0.018000000000000002,1.8,1.8,79.0,0.127,-0.4,-1.3,7.0,0.73,4.0,0.6,-0.6,-0.5,15.9,10.4,1.1,5.2,0,,
760,Nene Hilario,2258,26.1,0.026,1.8,3.4,66.0,0.161,-0.8,-1.0,8.0,0.58,4.5,1.0,-1.1,2.2,15.6,10.7,1.9,5.7,0,,
761,Nick Anderson,1785,29.9,-0.001,2.1,3.2,71.0,0.12,-0.4,-0.8,6.8,0.71,-0.3,-0.9,-0.7,-2.3,18.3,10.4,1.3,3.6,0,,
762,Nick Collison,1396,19.9,0.041,0.4,3.4,80.0,0.12,0.0,-1.0,4.6,0.7,8.0,4.9,0.6,1.4,14.1,6.0,0.4,4.5,0,,
763,Nick Van Exel,2700,34.5,-0.043,4.9,6.5,112.0,0.078,-0.6,0.6,3.6,0.78,-4.6,-5.6,0.6,-0.2,16.0,13.5,5.3,2.8,1,1998.0,4.0
764,Nick Young,1158,33.6,-0.013,3.1,2.4,119.0,0.131,-0.8,-1.1,5.7,0.82,-3.0,-5.1,-0.6,-2.4,20.0,7.8,0.9,1.5,0,,
765,Nicolas Batum,1454,19.6,0.011,0.3,3.9,120.0,0.097,-0.4,-0.8,2.0,0.81,1.7,-2.9,0.8,1.0,12.4,5.8,1.1,3.0,0,,
766,Nikola Vucevic,812,24.7,-0.065,1.4,2.7,75.0,0.08900000000000001,-0.8,-1.0,2.2,0.53,6.6,7.1,-0.7,-0.6,14.7,6.2,0.7,5.0,0,,
768,Norm Van Lier,2895,22.3,-0.057,1.9,5.2,73.0,0.166,-1.0,0.0,3.2,0.74,-1.7,-3.4,-0.9,-0.7,9.0,7.7,5.2,3.7,1,1974.0,4.0
769,O.J. Mayo,3120,34.6,-0.005,4.1,5.2,125.0,0.113,-0.5,-0.1,4.8,0.88,-3.1,-4.6,0.6,-0.1,19.8,19.3,3.5,3.9,0,,
770,Olden Polynice,1080,19.7,-0.017,0.8,2.3,77.0,0.182,-1.0,-1.3,7.0,0.64,5.8,8.8,-1.7,0.1,11.4,3.9,0.4,3.9,0,,
771,Oliver Miller,1069,23.5,-0.013,1.7,4.8,85.0,0.208,-1.1,-0.6,4.5,0.71,1.1,7.3,-1.3,2.0,10.8,5.2,1.8,4.5,0,,
772,Ollie Johnson,2138,22.7,0.045,1.2,4.0,77.0,0.168,-0.1,-0.4,4.2,0.76,-0.6,-0.1,-0.3,-0.9,13.2,8.6,2.1,4.0,0,,
773,Omer Asik,989,16.2,0.018000000000000002,1.1,2.0,60.0,0.21,-1.4,-1.5,7.8,0.5,8.4,7.6,-1.7,0.2,9.5,2.9,0.4,3.8,0,,
774,Omri Casspi,1931,25.7,-0.014,1.7,4.1,106.0,0.101,-0.5,-0.7,4.6,0.67,-0.9,1.8,0.0,-0.8,16.0,10.3,1.3,4.4,0,,
775,Orlando Woolridge,1188,28.1,0.027000000000000003,2.0,3.0,71.0,0.157,-0.4,-0.9,8.4,0.7,1.6,-0.1,-0.7,-1.9,17.3,7.2,1.0,3.0,0,,
777,Othella Harrington,860,19.6,0.034,0.8,1.7,66.0,0.179,-0.9,-1.5,4.9,0.61,4.4,2.0,-1.2,-1.7,12.8,4.8,0.3,3.3,0,,
778,Otis Birdsong,1878,34.1,0.015,3.3,3.9,69.0,0.1,0.6,-0.1,7.3,0.7,-2.6,-7.9,-0.1,-0.7,22.3,19.1,2.7,2.7,1,1979.0,1.0
779,Otis Thorpe,1918,28.4,0.077,1.9,2.2,67.0,0.158,0.7,-0.9,8.9,0.62,4.6,8.4,0.6,-0.5,19.3,11.8,1.2,6.4,1,1992.0,7.0
780,Otto Moore,1605,21.3,-0.03,1.1,2.6,63.0,0.168,-0.4,-0.6,4.3,0.52,2.7,6.8,-1.3,-1.6,12.5,6.4,0.8,4.7,0,,
781,P.J. Brown,1950,16.2,-0.048,0.3,4.5,93.0,0.117,-0.5,-0.6,3.9,0.76,3.6,3.2,-0.3,1.4,9.0,5.7,1.1,5.9,0,,
782,P.J. Tucker,1910,17.5,-0.01,0.3,3.7,98.0,0.103,-0.9,-1.0,2.3,0.74,2.4,-1.4,-0.3,-0.9,10.6,6.7,1.4,4.4,0,,
783,Pat Cummings,900,29.6,0.021,1.6,2.9,92.0,0.132,0.2,-0.8,6.4,0.76,3.4,5.1,-0.5,-0.9,19.1,6.4,0.7,3.2,0,,
784,Pat Garrity,538,23.8,0.046,1.2,2.7,104.0,0.084,0.3,-1.0,5.6,0.71,-0.5,-3.2,0.7,-1.4,17.4,6.0,0.5,1.8,0,,
785,Pat Riley,1263,33.0,-0.079,2.2,4.2,63.0,0.13,-1.3,-0.4,6.4,0.63,-2.5,-5.1,-1.7,-2.9,16.6,6.5,1.6,1.3,0,,
786,Patrick Ewing,1771,34.6,-0.015,2.4,2.6,84.0,0.136,-0.4,-0.8,8.4,0.74,1.1,8.4,-1.2,0.1,21.1,19.9,1.9,9.2,1,1986.0,0.0
787,Patrick Patterson,868,21.3,0.033,0.8,2.8,78.0,0.084,0.1,-1.0,2.5,0.71,5.9,0.2,0.5,0.0,14.8,6.4,0.8,3.8,0,,
788,Patty Mills,783,39.2,-0.035,6.0,4.6,112.0,0.11,-1.0,-0.1,3.3,0.77,-2.5,-9.5,0.0,-2.6,18.9,6.0,1.9,0.9,0,,
789,Pau Gasol,3007,30.8,0.046,2.7,3.5,82.0,0.126,0.2,-0.7,8.4,0.71,3.0,4.0,0.6,0.8,19.9,17.8,2.6,8.3,1,2006.0,4.0
790,Paul George,1265,23.5,0.001,1.7,3.7,104.0,0.119,-1.0,-1.0,4.0,0.76,-2.0,1.6,-0.7,0.3,14.7,7.9,1.1,3.6,1,2013.0,2.0
792,Paul Millsap,1472,23.5,0.03,0.3,2.8,75.0,0.141,-0.3,-1.1,7.4,0.67,9.7,5.2,0.5,3.1,15.4,6.9,0.8,5.1,1,2014.0,7.0
793,Paul Mokeski,1815,22.0,-0.014,1.5,4.0,72.0,0.191,-1.0,-0.7,5.2,0.6,1.8,5.5,-2.1,-0.8,11.6,6.8,1.5,5.1,0,,
794,Paul Neumann,1265,23.0,0.021,2.2,4.2,78.0,0.152,-0.4,-0.3,5.1,0.77,-1.9,-5.0,-0.8,-0.2,12.7,5.0,2.0,1.4,0,,
795,Paul Pierce,1632,32.8,0.029,1.7,4.0,114.0,0.11,0.2,-0.6,6.3,0.71,1.8,-0.4,1.8,2.5,20.5,17.5,2.5,6.1,1,2002.0,3.0
796,Paul Pressey,1528,28.6,-0.042,2.1,4.6,61.0,0.17800000000000002,-1.0,-0.4,5.5,0.6,-0.4,0.3,-1.2,0.7,13.2,6.8,2.4,3.5,0,,
797,Paul Silas,1243,20.0,-0.073,0.2,2.7,55.0,0.168,-0.8,-0.7,5.5,0.51,6.4,12.2,-1.4,-1.7,10.7,4.2,0.6,4.4,1,1972.0,7.0
798,Peja Stojakovic,1025,26.7,-0.015,1.4,4.6,119.0,0.097,-0.6,-0.5,3.6,0.85,-1.6,-3.8,0.3,-1.0,15.8,8.5,1.5,2.7,1,2002.0,3.0
799,Pervis Ellison,866,23.7,-0.062,1.3,4.4,75.0,0.152,-1.4,-0.7,4.5,0.63,2.0,3.6,-1.5,-0.2,11.8,7.8,1.8,5.7,0,,
800,Pete Chilcutt,817,20.1,-0.053,0.3,3.5,95.0,0.119,-1.2,-1.0,1.7,0.82,3.7,1.0,-1.5,-2.1,11.3,3.4,0.5,2.5,0,,
801,Pete Maravich,2926,37.4,0.012,3.5,4.4,79.0,0.119,0.6,0.2,7.1,0.8,-3.8,-7.5,1.1,-0.2,22.7,19.6,3.8,2.7,1,1973.0,2.0
802,Phil Chenier,2481,26.6,-0.047,1.8,3.8,73.0,0.127,-0.4,-0.2,4.3,0.74,-2.8,-7.0,-0.6,-1.5,15.0,10.7,2.2,2.5,1,1974.0,2.0
803,Phil Hubbard,1189,28.4,0.003,1.1,2.4,82.0,0.158,-0.7,-1.1,8.3,0.75,3.3,5.1,-1.6,-0.9,17.3,8.4,0.9,4.6,0,,
804,Phil Jackson,1093,25.9,-0.06,0.8,2.9,64.0,0.139,-0.7,-0.7,6.3,0.59,3.0,4.7,-1.3,-1.4,14.6,5.3,0.7,2.7,0,,
805,Phil Jordon,823,27.6,-0.011,0.7,2.9,72.0,0.08900000000000001,-0.2,-0.7,4.3,0.68,0.1,3.0,1.3,-1.6,18.9,9.1,0.8,3.6,0,,
806,Phil Smith,1055,34.4,0.031,2.9,4.6,79.0,0.124,0.5,0.0,6.7,0.8,-1.3,-5.7,1.0,0.5,20.4,7.1,1.6,1.6,1,1976.0,1.0
807,Pooh Richardson,2581,35.1,-0.055,4.8,7.6,78.0,0.083,-0.9,0.8,2.2,0.59,-4.0,-5.6,0.6,0.4,14.7,11.9,6.6,2.8,0,,
808,Purvis Short,1703,28.7,-0.038,1.3,3.4,70.0,0.108,-0.2,-0.5,2.3,0.67,1.4,0.6,-0.9,-0.9,17.5,10.2,1.2,4.4,0,,
809,Quentin Richardson,1358,29.4,-0.002,0.7,3.4,95.0,0.085,-0.4,-1.0,6.2,0.63,3.5,-1.9,0.8,-1.1,19.4,8.4,0.8,3.2,0,,
810,Quinn Buckner,2095,28.2,-0.061,2.2,6.1,54.0,0.141,-1.0,0.1,3.2,0.54,-1.9,-5.0,-0.2,-0.8,11.9,8.1,4.3,2.9,0,,
811,Quintin Dailey,2081,35.9,-0.023,3.5,4.5,77.0,0.125,-0.3,-0.1,6.1,0.73,-2.2,-4.4,-0.7,-1.2,19.8,14.4,3.2,3.2,0,,
812,Raef LaFrentz,2435,25.0,-0.011,1.1,3.1,120.0,0.08,0.2,-0.9,4.9,0.69,1.7,7.0,0.6,1.2,16.6,12.5,1.2,7.3,0,,
813,Rafer Alston,600,36.5,-0.086,5.4,7.5,100.0,0.096,-1.4,0.6,2.6,0.62,-3.8,-2.8,-0.4,-1.3,12.4,3.6,2.8,1.4,0,,
814,Raja Bell,890,23.4,-0.034,1.5,4.1,98.0,0.124,-1.2,-0.8,2.9,0.75,-1.8,-4.1,-1.2,-2.1,12.2,3.6,1.0,1.4,0,,
815,Rajon Rondo,1831,27.3,-0.069,2.8,4.6,73.0,0.14300000000000002,-1.5,-0.6,5.2,0.65,-0.7,0.0,-1.3,0.0,11.1,6.5,3.9,3.7,1,2010.0,3.0
816,Ralph Sampson,2693,35.6,0.008,3.3,2.5,77.0,0.141,0.3,-0.7,7.4,0.66,5.2,11.3,-0.1,0.9,22.4,19.5,1.7,10.7,1,1984.0,0.0
817,Randy Brown,535,26.6,-0.037000000000000005,2.1,4.2,69.0,0.14300000000000002,-1.5,-0.8,5.2,0.66,-0.04441029900332244,0.090481727574751,-2.1,-1.3,13.2,3.2,0.9,1.1,0,,
818,Randy Foye,1879,35.0,-0.005,5.1,4.0,122.0,0.123,-0.7,-0.4,5.4,0.85,-2.2,-4.1,-0.3,-1.2,18.1,10.3,2.9,2.6,0,,
819,Randy Smith,2094,30.4,0.003,1.5,3.5,62.0,0.135,-0.3,-0.5,5.4,0.62,-1.2,-2.5,0.0,-1.9,17.9,11.6,2.1,3.6,1,1976.0,4.0
820,Randy Wittman,1071,20.8,-0.026,2.2,4.4,64.0,0.07200000000000001,-0.5,-0.3,2.2,0.61,-5.1,-7.2,-1.2,-2.6,12.6,4.6,0.8,1.0,0,,
821,Rashard Lewis,1575,25.9,0.02,1.0,3.1,106.0,0.097,0.2,-0.9,4.0,0.68,2.9,0.5,1.2,0.3,17.5,8.4,0.8,3.9,1,2005.0,5.0
822,Rasheed Wallace,1788,23.5,-0.012,1.3,3.3,100.0,0.123,-0.4,-0.8,3.4,0.65,0.1,-0.3,-0.1,0.3,14.4,9.9,1.2,4.5,1,2000.0,4.0
823,Rasho Nesterovic,1723,19.4,-0.031,1.6,4.3,69.0,0.113,-0.4,-0.4,3.1,0.57,3.2,2.4,-0.5,0.1,11.4,6.0,1.1,4.4,0,,
824,Rasual Butler,1514,29.2,-0.08199999999999999,2.3,4.1,102.0,0.096,-1.3,-0.6,3.8,0.73,-3.6,-2.0,-1.9,-2.7,15.5,8.0,1.4,2.5,0,,
825,Ray Allen,2532,30.9,0.005,2.6,4.5,120.0,0.104,-0.1,-0.3,5.3,0.82,-1.5,-2.8,1.0,0.4,18.0,13.7,2.5,3.9,1,2000.0,3.0
826,Ray Scott,2087,28.0,-0.037000000000000005,0.8,3.0,71.0,0.14400000000000002,-0.3,-0.5,7.2,0.66,3.6,8.6,-0.6,-0.7,16.3,10.8,1.6,6.3,0,,
828,Raymond Felton,2406,36.9,-0.052000000000000005,4.8,6.1,108.0,0.106,-1.0,0.3,4.7,0.73,-2.0,-4.8,0.1,-0.5,15.7,11.6,5.6,3.1,0,,
829,Red Kerr,1529,32.8,-0.002469260444882203,1.2,3.0,82.0,0.123,0.4,-0.6,7.0,0.68,-1.1,7.7,0.2365919724205865,0.5595666092095547,21.3,11.9,1.1,4.9,0,,
832,Reggie Johnson,1716,27.1,-0.006999999999999999,1.4,2.6,72.0,0.129,0.2,-0.7,5.2,0.66,2.1,0.4,-0.5,-0.4,17.2,9.7,0.9,4.3,0,,
833,Reggie Miller,1840,26.2,0.042,1.6,4.2,114.0,0.103,0.1,-0.5,5.0,0.8,-0.9,-7.8,0.8,-0.4,16.8,9.8,1.4,2.3,1,1990.0,2.0
834,Reggie Theus,2753,34.2,-0.004,3.6,5.3,75.0,0.149,-0.4,0.1,5.9,0.76,-2.9,-8.0,-0.3,-0.7,18.1,15.7,4.7,2.7,1,1981.0,2.0
837,Rich Kelley,1346,26.4,0.058,1.3,5.0,93.0,0.179,0.1,0.0,6.9,0.78,8.0,11.1,-0.1,0.9,15.0,6.8,2.0,6.0,0,,
838,Richard Hamilton,1373,33.8,-0.041,3.0,4.7,110.0,0.095,-0.8,-0.3,5.0,0.77,-2.7,-6.5,-0.3,-2.3,19.1,9.3,1.5,1.7,1,2006.0,6.0
839,Richard Jefferson,1917,26.6,0.004,2.2,4.8,87.0,0.109,-0.3,-0.4,7.2,0.71,-0.9,-2.0,0.2,1.3,16.0,9.5,1.7,3.4,0,,
840,Richie Guerin,1793,29.3,-0.029,1.2,4.2,61.0,0.14,-0.4,-0.1,7.1,0.62,-4.0,-3.0,0.0,-1.1,15.6,10.5,3.2,3.3,1,1958.0,1.0
841,Rick Adelman,1448,25.0,-0.041,1.8,4.7,64.0,0.157,-0.9,-0.2,5.5,0.64,-1.9,-4.7,-1.3,-1.2,11.5,5.1,2.7,1.8,0,,
842,Rick Barry,2990,33.1,0.031,1.4,2.5,88.0,0.122,1.0,-0.5,8.5,0.86,0.0,1.7,0.8,0.6,23.6,21.8,2.0,6.2,1,1966.0,0.0
843,Rick Fox,1535,28.9,0.0,2.1,3.8,104.0,0.138,-0.4,-0.5,6.0,0.76,-1.1,-3.3,0.1,1.6,16.0,7.7,1.4,2.6,0,,
844,Rick Mahorn,696,20.6,-0.008,0.7,2.7,73.0,0.126,-0.6,-1.0,2.7,0.68,3.3,9.2,-1.2,0.3,13.2,4.6,0.4,4.0,0,,
845,Rick Robey,914,28.9,-0.001,1.8,3.4,98.0,0.128,0.0,-0.5,5.1,0.82,3.6,7.6,-0.6,-0.9,16.8,9.6,1.5,6.0,0,,
847,Ricky Davis,557,33.1,-0.049,2.1,4.0,84.0,0.157,-1.5,-0.9,5.7,0.76,2.9,-5.1,-1.0,-2.3,16.2,4.9,1.3,1.8,0,,
848,Ricky Pierce,1280,30.0,-0.013,1.7,2.7,85.0,0.1,-0.2,-0.8,6.4,0.86,-1.4,-6.7,-0.8,-3.0,19.5,9.5,0.8,1.9,1,1991.0,7.0
850,Ricky Sobers,1898,26.5,0.003,2.0,4.4,81.0,0.14,-0.2,-0.1,4.5,0.82,-1.5,-3.8,-0.1,0.2,14.7,9.0,2.7,2.9,0,,
851,Rik Smits,2041,25.9,0.02,2.6,2.3,87.0,0.12,0.1,-0.9,6.0,0.72,4.1,2.8,-0.3,0.2,17.4,11.1,0.8,5.9,0,,
852,Robert Horry,2330,24.8,-0.016,2.0,4.6,85.0,0.13699999999999998,-0.6,-0.4,4.4,0.72,-0.6,-0.8,0.0,1.2,13.4,10.0,2.2,4.8,0,,
853,Robert Pack,894,30.3,-0.025,3.4,4.5,81.0,0.165,-1.2,-0.6,6.9,0.8,-2.7,-5.5,-1.3,-1.7,13.7,4.3,1.7,1.2,0,,
854,Robert Parish,1384,27.7,0.027000000000000003,1.3,2.8,85.0,0.132,0.6,-0.6,5.4,0.71,8.2,11.5,0.3,0.4,18.6,8.6,0.9,6.1,1,1981.0,4.0
855,Robert Reid,1849,21.0,-0.04,1.1,4.4,67.0,0.1,-0.2,-0.2,2.5,0.66,-0.2,1.0,-0.3,0.0,12.3,9.4,1.9,5.4,0,,
